.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,LombardCh05,55,6,1,1,FS_Ch05Lubeck,0
ID_02,LubeckArmy1,55,9,0,1,FS_Ch05Lubeck,1
ID_03,LubeckArmy1,54,8,0,1,FS_Ch05Lubeck,2
ID_04,LubeckArmy1,56,8,0,1,FS_Ch05Lubeck,3
ID_05,Slade,57,4,1,2,FS_Ch05Lubeck,0
ID_06,LubeckArmy2,57,3,0,2,FS_Ch05Lubeck,1
ID_07,LubeckArmy2,56,4,0,2,FS_Ch05Lubeck,2
ID_08,LubeckArmy2,56,3,0,2,FS_Ch05Lubeck,3
ID_09,LubeckArmy2,55,4,0,2,FS_Ch05Lubeck,4
ID_10,LubeckArmy2,55,3,0,2,FS_Ch05Lubeck,5
ID_11,LubeckArmy2,54,4,0,2,FS_Ch05Lubeck,6
ID_12,LubeckArmy2,54,3,0,2,FS_Ch05Lubeck,7
ID_13,LubeckArmy2,53,4,0,2,FS_Ch05Lubeck,8
ID_14,LubeckArmy2,53,3,0,2,FS_Ch05Lubeck,9
ID_15,Commander17,33,5,1,3,FS_Ch05Lubeck,0
ID_16,LubeckArmy4,32,5,0,3,FS_Ch05Lubeck,1
ID_17,LubeckArmy3,33,6,0,3,FS_Ch05Lubeck,2
ID_18,LubeckArmy3,33,4,0,3,FS_Ch05Lubeck,3
ID_19,LubeckArmy4,32,6,0,3,FS_Ch05Lubeck,4
ID_20,LubeckArmy4,32,4,0,3,FS_Ch05Lubeck,5
ID_21,LubeckArmy4,32,7,0,3,FS_Ch05Lubeck,6
ID_22,LubeckArmy4,32,3,0,3,FS_Ch05Lubeck,7
ID_23,Bandit3,32,2,0,4,FS_Ch05Lubeck,0
ID_24,Bandit3,37,22,0,4,FS_Ch05Lubeck,0
ID_25,Bandit3,19,4,0,4,FS_Ch05Lubeck,0
ID_26,Bandit3,16,23,0,4,FS_Ch05Lubeck,0
ID_27,Bandit3,5,20,0,4,FS_Ch05Lubeck,0
ID_28,Commander18,1,19,1,5,FS_Ch05Lubeck,0
ID_29,LubeckArmy6,2,19,0,5,FS_Ch05Lubeck,1
ID_30,LubeckArmy5,1,18,0,5,FS_Ch05Lubeck,2
ID_31,LubeckArmy5,1,20,0,5,FS_Ch05Lubeck,3
ID_32,LubeckArmy6,2,18,0,5,FS_Ch05Lubeck,4
ID_33,LubeckArmy6,2,20,0,5,FS_Ch05Lubeck,5
ID_34,LubeckArmy6,2,17,0,5,FS_Ch05Lubeck,6
ID_35,LubeckArmy6,2,21,0,5,FS_Ch05Lubeck,7
ID_36,LubeckArmy7,60,9,0,6,FS_Ch05Lubeck,0
ID_37,LubeckArmy7,60,8,0,6,FS_Ch05Lubeck,0
ID_38,LubeckArmy7,61,4,0,6,FS_Ch05Lubeck,0
ID_39,LubeckArmy7,61,3,0,6,FS_Ch05Lubeck,0
ID_40,Byron,48,4,1,1,FS_Ch05Byron,48
ID_41,AndreyCh05,56,12,1,7,FS_Ch05Lubeck,40
ID_42,Beigeritter2,56,11,0,7,FS_Ch05Lubeck,1
ID_43,Beigeritter2,55,12,0,7,FS_Ch05Lubeck,2
ID_44,Beigeritter2,55,11,0,7,FS_Ch05Lubeck,3
ID_45,Beigeritter2,54,12,0,7,FS_Ch05Lubeck,4
ID_46,Beigeritter2,54,11,0,7,FS_Ch05Lubeck,5
ID_47,Beigeritter2,53,12,0,7,FS_Ch05Lubeck,6
ID_48,Beigeritter2,53,11,0,7,FS_Ch05Lubeck,7
ID_49,$FFFF,0,0,0,0,0,0
