.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,Magon,58,61,1,1,FS_Ch05Thracia,0
ID_02,ThraciaArmy2,57,61,0,1,FS_Ch05Thracia,1
ID_03,ThraciaArmy2,59,61,0,1,FS_Ch05Thracia,2
ID_04,ThraciaArmy2,58,60,0,1,FS_Ch05Thracia,3
ID_05,ThraciaArmy2,57,60,0,1,FS_Ch05Thracia,4
ID_06,ThraciaArmy2,59,60,0,1,FS_Ch05Thracia,5
ID_07,ThraciaArmy2,56,61,0,1,FS_Ch05Thracia,6
ID_08,ThraciaArmy2,60,61,0,1,FS_Ch05Thracia,7
ID_09,ThraciaArmy2,56,60,0,1,FS_Ch05Thracia,8
ID_10,ThraciaArmy2,60,60,0,1,FS_Ch05Thracia,9
ID_11,ThraciaArmy2,55,61,0,1,FS_Ch05Thracia,10
ID_12,ThraciaArmy2,61,61,0,1,FS_Ch05Thracia,11
ID_13,ThraciaArmy2,55,60,0,1,FS_Ch05Thracia,12
ID_14,ThraciaArmy2,61,60,0,1,FS_Ch05Thracia,13
ID_15,Travant,58,62,1,2,FS_Ch05Thracia,0
ID_16,$FFFF,0,0,0,0,0,0
