.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,Muhammad,18,26,1,1,FS_Ch08Connacht,0
ID_02,Bishop1,17,26,0,1,FS_Ch08Connacht,1
ID_03,ConnachtArmy1,19,29,0,1,FS_Ch08Connacht,2
ID_04,ConnachtArmy1,19,23,0,1,FS_Ch08Connacht,3
ID_05,ConnachtArmy1,21,26,0,1,FS_Ch08Connacht,4
ID_06,ConnachtArmy3,16,28,0,1,FS_Ch08Connacht,5
ID_07,ConnachtArmy3,20,24,0,1,FS_Ch08Connacht,6
ID_08,ConnachtArmy3,16,24,0,1,FS_Ch08Connacht,7
ID_09,ConnachtArmy3,20,28,0,1,FS_Ch08Connacht,8
ID_10,ConnachtArmy2,15,27,0,1,FS_Ch08Connacht,9
ID_11,ConnachtArmy2,21,25,0,1,FS_Ch08Connacht,10
ID_12,ConnachtArmy2,18,29,0,1,FS_Ch08Connacht,11
ID_13,ConnachtArmy2,18,23,0,1,FS_Ch08Connacht,12
ID_14,ConnachtArmy2,15,25,0,1,FS_Ch08Connacht,13
ID_15,ConnachtArmy2,21,27,0,1,FS_Ch08Connacht,14
ID_16,Ovo,38,11,1,2,FS_Ch08Connacht,0
ID_17,ConnachtArmy5,38,10,0,2,FS_Ch08Connacht,1
ID_18,ConnachtArmy5,37,11,0,2,FS_Ch08Connacht,2
ID_19,ConnachtArmy5,37,10,0,2,FS_Ch08Connacht,3
ID_20,ConnachtArmy5,36,11,0,2,FS_Ch08Connacht,4
ID_21,ConnachtArmy5,36,10,0,2,FS_Ch08Connacht,5
ID_22,ConnachtArmy4,35,11,0,2,FS_Ch08Connacht,6
ID_23,ConnachtArmy4,35,10,0,2,FS_Ch08Connacht,7
ID_24,ConnachtArmy4,34,11,0,2,FS_Ch08Connacht,8
ID_25,ConnachtArmy4,34,10,0,2,FS_Ch08Connacht,9
ID_26,ConnachtArmy4,33,11,0,2,FS_Ch08Connacht,10
ID_27,ConnachtArmy4,33,10,0,2,FS_Ch08Connacht,11
ID_28,Bandit6,37,5,0,6,FS_Ch08Meath,0
ID_29,Bandit6,31,25,0,6,FS_Ch08Meath,0
ID_30,Bandit6,56,39,0,7,FS_Ch08Meath,0
ID_31,Bandit6,55,41,0,7,FS_Ch08Meath,0
ID_32,Bandit8,53,42,0,8,FS_Ch08Meath,0
ID_33,$FFFF,0,0,0,0,0,0
