.structUNITEntry 1,CharacterID,DestinationX,DestinationY,GroupLeaderFlag,AI,FactionSlot,FormationID
ID_01,Bandit4,59,15,0,3,FS_Ch06Ribaut,0
ID_02,Bandit4,31,26,0,4,FS_Ch06Ribaut,0
ID_03,Bandit4,30,35,0,4,FS_Ch06Ribaut,0
ID_04,Bandit4,57,44,0,4,FS_Ch06Ribaut,0
ID_05,Bandit4,36,50,0,4,FS_Ch06Ribaut,0
ID_06,SofalaArmy1,21,34,0,2,FS_Ch06Sofala,0
ID_07,IsaachArmy1,53,51,0,2,FS_Ch06Isaach,0
ID_08,Iuchar,53,35,1,1,FS_Ch06Isaach,0
ID_09,IsaachArmy2,52,35,0,1,FS_Ch06Isaach,1
ID_10,IsaachArmy2,54,35,0,1,FS_Ch06Isaach,2
ID_11,IsaachArmy2,53,34,0,1,FS_Ch06Isaach,3
ID_12,IsaachArmy2,52,34,0,1,FS_Ch06Isaach,4
ID_13,IsaachArmy2,54,34,0,1,FS_Ch06Isaach,5
ID_14,IsaachArmy2,51,35,0,1,FS_Ch06Isaach,6
ID_15,IsaachArmy2,55,35,0,1,FS_Ch06Isaach,7
ID_16,IsaachArmy2,51,34,0,1,FS_Ch06Isaach,8
ID_17,IsaachArmy2,55,34,0,1,FS_Ch06Isaach,9
ID_18,Iucharba,38,27,1,1,FS_Ch06Sofala,0
ID_19,SofalaArmy2,39,27,0,1,FS_Ch06Sofala,1
ID_20,SofalaArmy2,39,26,0,1,FS_Ch06Sofala,2
ID_21,SofalaArmy2,39,28,0,1,FS_Ch06Sofala,3
ID_22,SofalaArmy2,39,25,0,1,FS_Ch06Sofala,4
ID_23,SofalaArmy2,39,29,0,1,FS_Ch06Sofala,5
ID_24,SofalaArmy2,39,24,0,1,FS_Ch06Sofala,6
ID_25,SofalaArmy2,39,30,0,1,FS_Ch06Sofala,7
ID_26,SofalaArmy2,39,23,0,1,FS_Ch06Sofala,8
ID_27,SofalaArmy2,39,31,0,1,FS_Ch06Sofala,9
ID_28,Danann,26,59,0,2,FS_Ch06Ribaut,0
ID_29,$FFFF,0,0,0,0,0,0
